customerID,tenure,Contract,MonthlyCharges,ChurnProbability,RiskTier,CLV,CLV_Segment,PriorityScore
8740-CRYFY,1,Month-to-month,78.95,0.8817159918968506,Critical Risk,88.80129359195838,Bronze,34.80573878012818
0742-NXBGR,1,Month-to-month,82.3,0.8437173643057764,Critical Risk,96.73836069250733,Bronze,34.718969541182695
2609-IAICY,1,Month-to-month,77.15,0.8947415778698219,Critical Risk,85.51340251380032,Bronze,34.51465636632838
9248-OJYKK,1,Month-to-month,76.45,0.899163384340292,Critical Risk,84.32080658378781,Bronze,34.37052036640766
7594-RQHXR,1,Month-to-month,79.6,0.8620713100717179,Critical Risk,91.57264351340399,Bronze,34.31043814085437
5919-TMRGD,1,Month-to-month,79.35,0.8617986761471378,Critical Risk,91.31391942704415,Bronze,34.191862476137686
5275-SQEIZ,1,Month-to-month,80.85,0.8449807017508011,Critical Risk,94.89189281563633,Bronze,34.15834486827613
6894-LFHLY,1,Month-to-month,75.75,0.899163384340292,Critical Risk,83.54873902840977,Bronze,34.05581318188856
1285-OKIPP,1,Month-to-month,79.9,0.8489910618612455,Critical Risk,93.33392656428003,Bronze,33.91719292135676
9019-QVLZD,1,Month-to-month,79.55,0.8524232911574388,Critical Risk,92.55092253092832,Bronze,33.905136405787125
5393-RXQSZ,1,Month-to-month,79.6,0.8518414861111719,Critical Risk,92.67234579137181,Bronze,33.90329114722464
2867-UIMSS,1,Month-to-month,80.5,0.8409098911278385,Critical Risk,94.93848459402275,Bronze,33.846623117895504
9507-EXLTT,1,Month-to-month,79.35,0.8529393249644082,Critical Risk,92.26238323495852,Bronze,33.84036771796289
9885-CSMWE,1,Month-to-month,78.45,0.8612235698758897,Critical Risk,90.33850862183665,Bronze,33.78149452838177
3186-BAXNB,1,Month-to-month,91.7,0.7365963743964483,High Risk,123.46266139966637,Bronze,33.772943766077155
6372-RFVNS,1,Month-to-month,78.8,0.8524232911574388,Critical Risk,91.67834940838657,Bronze,33.58547767160309
7903-CMPEY,1,Month-to-month,80.3,0.8343704027519376,Critical Risk,95.44485683301485,Bronze,33.4999716704903
2777-PHDEI,1,Month-to-month,78.05,0.8524232911574388,Critical Risk,90.80577628584483,Bronze,33.26581893741905
2254-DLXRI,1,Month-to-month,79.15,0.8373781498128651,Critical Risk,93.74004777427866,Bronze,33.139240278844134
6772-KSATR,1,Month-to-month,81.7,0.8110002967471672,Critical Risk,99.90723026047125,Bronze,33.12936212212178
5196-SGOAK,1,Month-to-month,75.7,0.8713168397863191,Critical Risk,86.16197545740127,Bronze,32.97934238591218
6910-HADCM,1,Month-to-month,76.35,0.860590484806878,Critical Risk,87.98494708136894,Bronze,32.85304175750257
9444-JTXHZ,1,Month-to-month,76.2,0.860590484806878,Critical Risk,87.81208863916588,Bronze,32.78849747114206
8473-VUVJN,1,Month-to-month,73.65,0.8899426081013779,Critical Risk,82.07419405379126,Bronze,32.77213654333325
4988-IQIGL,1,Month-to-month,75.35,0.8665199221615485,Critical Risk,86.23837815622782,Bronze,32.64613806743634
6960-HVYXR,1,Month-to-month,76.0,0.8587392327226977,Critical Risk,87.77041732153539,Bronze,32.632090843462514
8945-GRKHX,1,Month-to-month,78.65,0.8295305894785002,Critical Risk,94.02908221749382,Bronze,32.62129043124202
6086-ESGRL,1,Month-to-month,80.15,0.8134369080751321,Critical Risk,97.71821577887312,Bronze,32.598484091110926
6877-TJMBR,1,Month-to-month,84.8,0.767320507829206,Critical Risk,109.60110240196815,Bronze,32.53438953195833
5834-ASPWA,1,Month-to-month,75.45,0.8608881248135947,Critical Risk,86.91773544581494,Bronze,32.47700450859286
2018-QKYGT,1,Month-to-month,81.05,0.8007031465631939,Critical Risk,100.38697316760496,Bronze,32.44849501447343
9787-XVQIU,1,Month-to-month,75.3,0.8608881248135947,Critical Risk,86.74493676699622,Bronze,32.41243789923184
8816-VXNZD,1,Month-to-month,75.1,0.8608881248135947,Critical Risk,86.51453852857125,Bronze,32.326349086750476
1452-VOQCH,1,Month-to-month,75.1,0.8608881248135947,Critical Risk,86.51453852857125,Bronze,32.326349086750476
5240-IJOQT,1,Month-to-month,74.7,0.8641674426687237,Critical Risk,85.72718777661538,Bronze,32.27665398367683
1157-BQCUW,1,Month-to-month,74.95,0.8584526030129607,Critical Risk,86.58670059536703,Bronze,32.1705112979107
0723-DRCLG,1,Month-to-month,74.45,0.8641674426687237,Critical Risk,85.4402828643777,Bronze,32.16863305334324
6358-LYNGM,1,Month-to-month,74.9,0.8584526030129607,Critical Risk,86.52893761965298,Bronze,32.14904998283538
3551-HUAZH,1,Month-to-month,74.4,0.8641674426687237,Critical Risk,85.38290188193017,Bronze,32.147028867276525
4102-OQUPX,1,Month-to-month,74.4,0.8641674426687237,Critical Risk,85.38290188193017,Bronze,32.147028867276525
1833-VGRUM,1,Month-to-month,74.2,0.8641674426687237,Critical Risk,85.15337795214005,Bronze,32.06061212300965
4415-IJZTP,1,Month-to-month,74.5,0.8584526030129607,Critical Risk,86.06683381394055,Bronze,31.977359462232783
6513-EECDB,1,Month-to-month,73.55,0.8693884203427332,Critical Risk,83.90052944525657,Bronze,31.971759158104014
8821-XNHVZ,1,Month-to-month,80.05,0.7970328719492089,Critical Risk,99.60496303987466,Bronze,31.901240699767087
6996-KNSML,1,Month-to-month,74.9,0.8503857436603799,Critical Risk,87.34976131632204,Bronze,31.84694610008123
3296-SILRA,1,Month-to-month,76.4,0.8321557703021105,Critical Risk,91.05097596549125,Bronze,31.788350425540624
4273-MBHYA,1,Month-to-month,89.35,0.7109390517590847,High Risk,124.6401784072506,Bronze,31.761202137337104
8937-RDTHP,1,Month-to-month,84.6,0.747825172671365,High Risk,112.19310276300578,Bronze,31.633004803998734
1941-HOSAM,1,Month-to-month,90.1,0.7004865765207289,High Risk,127.56186184844361,Bronze,31.556920272258832
5564-NEMQO,1,Month-to-month,75.3,0.8368675662614301,Critical Risk,89.23477137968634,Bronze,31.50806386974284
3276-HDUEG,1,Month-to-month,75.05,0.8355168740429861,Critical Risk,89.0822847250915,Bronze,31.352770698463054
2982-IHMFT,1,Month-to-month,74.45,0.8392826197459208,Critical Risk,87.97359674403114,Bronze,31.242295520041903
7180-PISOG,1,Month-to-month,74.5,0.8379211488377462,Critical Risk,88.1757163226441,Bronze,31.212562794206043
8372-JUXUI,1,Month-to-month,74.35,0.8379211488377462,Critical Risk,87.99818132333677,Bronze,31.14971870804321
1448-PWKYE,1,Month-to-month,80.0,0.7778103622416696,Critical Risk,102.00281048782897,Bronze,31.112414489666783
3746-EUBYR,1,Month-to-month,74.6,0.8327234706820124,Critical Risk,88.84518532158899,Bronze,31.060585456439057
3765-JXVKY,1,Month-to-month,74.7,0.8284998928306098,Critical Risk,89.41780834152225,Bronze,30.944470997223277
3707-GNWHM,1,Month-to-month,74.25,0.8327234706820124,Critical Risk,88.42835134219817,Bronze,30.91485884906971
0021-IKXGC,1,Month-to-month,72.1,0.8570751338999599,Critical Risk,83.42807929339729,Bronze,30.89755857709355
2024-BASKD,1,Month-to-month,74.6,0.8273651510131013,Critical Risk,89.42057927359892,Bronze,30.860720132788675
4274-OWWYO,1,Month-to-month,74.35,0.8284998928306098,Critical Risk,88.99884940016302,Bronze,30.799483515977915
5550-VFRLC,1,Month-to-month,69.85,0.8732446662753176,Critical Risk,79.32797066851695,Bronze,30.498069969665465
5054-IEXZT,1,Month-to-month,75.35,0.809403653506432,Critical Risk,92.32386387625678,Bronze,30.49428264585482
5539-TMZLF,1,Month-to-month,69.75,0.8732446662753176,Critical Risk,79.21440163391635,Bronze,30.4544077363517
1875-QIVME,2,Month-to-month,104.4,0.8747138069890681,Critical Risk,118.36693242449141,Bronze,30.44004048321957
9940-RHLFB,1,Month-to-month,75.3,0.80799077514571,Critical Risk,92.42393384620775,Bronze,30.42085268423598
4871-JTKJF,1,Month-to-month,69.65,0.8732446662753176,Critical Risk,79.10083259931577,Bronze,30.410745503037937
8062-YBDOE,1,Month-to-month,69.65,0.8732446662753176,Critical Risk,79.10083259931577,Bronze,30.410745503037937
8375-DKEBR,1,Month-to-month,69.6,0.8732446662753176,Critical Risk,79.04404808201545,Bronze,30.38891438638105
2636-ALXXZ,1,Month-to-month,69.6,0.8732446662753176,Critical Risk,79.04404808201545,Bronze,30.38891438638105
2506-TNFCO,1,Month-to-month,69.55,0.8732446662753176,Critical Risk,78.98726356471516,Bronze,30.36708326972417
5875-YPQFJ,1,Month-to-month,69.9,0.867853329916591,Critical Risk,79.87791445848265,Bronze,30.33147388058486
5542-TBBWB,1,Month-to-month,69.9,0.867853329916591,Critical Risk,79.87791445848265,Bronze,30.33147388058486
9804-ICWBG,1,Month-to-month,69.9,0.867853329916591,Critical Risk,79.87791445848265,Bronze,30.33147388058486
4603-JANFB,1,Month-to-month,69.85,0.867853329916591,Critical Risk,79.82077718061534,Bronze,30.30977754733694
4510-HIMLV,1,Month-to-month,69.8,0.867853329916591,Critical Risk,79.76363990274805,Bronze,30.288081214089026
8775-ERLNB,1,Month-to-month,74.3,0.8143185600995372,Critical Risk,90.48786804541976,Bronze,30.251934507697804
7206-GZCDC,1,Month-to-month,69.25,0.8732446662753176,Critical Risk,78.64655646091337,Bronze,30.236096569782873
7254-IQWOZ,1,Month-to-month,69.65,0.867853329916591,Critical Risk,79.59222806914617,Bronze,30.222992214345286
6502-MJQAE,1,Month-to-month,69.6,0.867853329916591,Critical Risk,79.53509079127886,Bronze,30.201295881097366
7665-TOALD,1,Month-to-month,69.6,0.867853329916591,Critical Risk,79.53509079127886,Bronze,30.201295881097366
1977-STDKI,1,Month-to-month,73.0,0.8268897178491201,Critical Risk,87.55302267295339,Bronze,30.181474701492885
1820-TQVEV,1,Month-to-month,69.55,0.867853329916591,Critical Risk,79.47795351341156,Bronze,30.179599547849453
0488-GSLFR,1,Month-to-month,69.5,0.867853329916591,Critical Risk,79.42081623554427,Bronze,30.15790321460154
9399-APLBT,1,Month-to-month,74.7,0.8062696003976828,Critical Risk,91.88321696806975,Bronze,30.114169574853452
3428-XZMAZ,1,Month-to-month,69.35,0.867853329916591,Critical Risk,79.24940440194236,Bronze,30.092814214857793
6457-GIRWB,1,Month-to-month,69.35,0.867853329916591,Critical Risk,79.24940440194236,Bronze,30.092814214857793
9728-FTTVZ,1,Month-to-month,69.2,0.867853329916591,Critical Risk,79.07799256834048,Bronze,30.02772521511405
7660-HDPJV,1,Month-to-month,69.2,0.867853329916591,Critical Risk,79.07799256834048,Bronze,30.02772521511405
1447-GIQMR,1,Month-to-month,69.15,0.867853329916591,Critical Risk,79.0208552904732,Bronze,30.006028881866136
3716-BDVDB,1,Month-to-month,69.1,0.867853329916591,Critical Risk,78.96371801260588,Bronze,29.984332548618216
8644-XLFBW,1,Month-to-month,71.65,0.8354253409166221,Critical Risk,85.05589639129849,Bronze,29.92911283833799
4806-HIPDW,1,Month-to-month,68.95,0.867853329916591,Critical Risk,78.79230617900399,Bronze,29.919243548874476
2013-SGDXK,1,Month-to-month,84.3,0.7080217381956428,High Risk,118.08013974003498,Bronze,29.843116264946346
5134-IKDAY,1,Month-to-month,69.8,0.8536214978453696,Critical Risk,81.0934830842408,Bronze,29.791390274803398
3878-AVSOQ,1,Month-to-month,71.25,0.8354253409166221,Critical Risk,84.58105537864643,Bronze,29.762027770154663
0679-IDSTG,1,Month-to-month,69.25,0.8594994652275281,Critical Risk,79.90428002445907,Bronze,29.76016898350316
4550-EVXNY,1,Month-to-month,69.65,0.8536214978453696,Critical Risk,80.91921342145233,Bronze,29.727368662464997
9488-HGMJH,1,Month-to-month,71.15,0.8354253409166221,Critical Risk,84.46234512548342,Bronze,29.720256503108835
8051-HJRLT,1,Month-to-month,70.55,0.8407981685306771,Critical Risk,83.21490789047493,Bronze,29.659155394919633
1031-IIDEO,1,Month-to-month,70.85,0.834288659253598,Critical Risk,84.22080538980349,Bronze,29.554675754058707
1363-TXLSL,1,Month-to-month,70.3,0.8407981685306771,Critical Risk,82.92002869880069,Bronze,29.5540556238533
9605-WGJVW,1,Month-to-month,70.2,0.8407981685306771,Critical Risk,82.802077022131,Bronze,29.512015715426767
1846-XWOQN,1,Month-to-month,70.15,0.8407981685306771,Critical Risk,82.74310118379614,Bronze,29.4909957612135
5376-DEQCP,1,Month-to-month,70.6,0.834288659253598,Critical Risk,83.92362541312811,Bronze,29.450389671652005
9603-OAIHC,1,Month-to-month,70.05,0.8407981685306771,Critical Risk,82.62514950712644,Bronze,29.448955852786966
8000-REIQB,1,Month-to-month,69.95,0.8407981685306771,Critical Risk,82.50719783045673,Bronze,29.406915944360435
7465-ZZRVX,1,Month-to-month,70.35,0.834288659253598,Critical Risk,83.62644543645273,Bronze,29.346103589245306
6653-CBBOM,1,Month-to-month,70.3,0.834288659253598,Critical Risk,83.56700944111766,Bronze,29.325246372763967
2446-PLQVO,1,Month-to-month,70.3,0.834288659253598,Critical Risk,83.56700944111766,Bronze,29.325246372763967
1640-PLFMP,1,Month-to-month,70.25,0.834288659253598,Critical Risk,83.50757344578257,Bronze,29.304389156282628
3244-DCJWY,1,Month-to-month,70.25,0.834288659253598,Critical Risk,83.50757344578257,Bronze,29.304389156282628
7409-KIUTL,1,Month-to-month,71.0,0.8242426650340887,Critical Risk,85.42778253001953,Bronze,29.26061460871015
0328-GRPMV,1,Month-to-month,70.1,0.834288659253598,Critical Risk,83.32926545977733,Bronze,29.241817506838608
4702-IOQDC,1,Month-to-month,70.1,0.834288659253598,Critical Risk,83.32926545977733,Bronze,29.241817506838608
6416-TVAIH,1,Month-to-month,68.5,0.8536214978453696,Critical Risk,79.58314600674062,Bronze,29.23653630120391
3494-JCHRQ,1,Month-to-month,70.05,0.834288659253598,Critical Risk,83.26982946444227,Bronze,29.22096029035727
8380-PEFPE,1,Month-to-month,71.65,0.8112130741558232,Critical Risk,87.59455869669597,Bronze,29.061708381632368
5186-SAMNZ,1,Month-to-month,69.5,0.8356973117098777,Critical Risk,82.47677582411454,Bronze,29.04048158191825
9894-EZEWG,1,Month-to-month,74.3,0.781441047116357,Critical Risk,94.29495761086028,Bronze,29.03053490037266
1393-IMKZG,1,Month-to-month,95.85,0.6056234287122345,High Risk,156.9586755284474,Silver,29.02450282103384
3422-LYEPQ,1,Month-to-month,71.0,0.817203397475967,Critical Risk,86.16364464217324,Bronze,29.01072061039683
7595-EUIVN,1,Month-to-month,75.8,0.7634091849860036,Critical Risk,98.47085311186883,Bronze,28.933208110969538
3871-IKPYH,1,Month-to-month,69.1,0.8372823694790812,Critical Risk,81.84685133459847,Bronze,28.928105865502253
1746-TGTWV,1,Month-to-month,75.35,0.7656832094148492,Critical Risk,97.59554840490864,Bronze,28.84711491470444
7908-QCBCA,1,Month-to-month,69.4,0.8290216489077972,Critical Risk,83.0212894580833,Bronze,28.767051217100565
3158-MOERK,2,Month-to-month,96.0,0.8966117342402881,Critical Risk,106.18488241280699,Bronze,28.691575495689214
1853-UDXBW,1,Month-to-month,70.0,0.817203397475967,Critical Risk,84.95007218242432,Bronze,28.602118911658845
9747-DDZOS,1,Month-to-month,73.5,0.7776439290006693,Critical Risk,93.73513926501488,Bronze,28.578414390774594
1062-LHZOD,1,Month-to-month,69.9,0.8139421118981224,Critical Risk,85.16860478925994,Bronze,28.44727681083938
2856-HYAPG,1,Month-to-month,68.65,0.8265396085210401,Critical Risk,82.37069818096454,Bronze,28.370972062484704
1086-LXKFY,1,Month-to-month,69.1,0.8139421118981224,Critical Risk,84.19385680883923,Bronze,28.121699966080126
8309-IEYJD,1,Month-to-month,70.6,0.7958860983210152,Critical Risk,87.97305176372002,Bronze,28.094779270731834
0390-DCFDQ,1,Month-to-month,70.45,0.7958860983210152,Critical Risk,87.78614018065264,Bronze,28.035087813357762
6140-QNRQQ,1,Month-to-month,71.55,0.7813120736915876,Critical Risk,90.8198914048273,Bronze,27.951439436316544
0968-GSIKN,1,Month-to-month,70.8,0.7880032271127043,Critical Risk,89.10480771802138,Bronze,27.89531423978973
8042-JVNFH,1,Month-to-month,71.35,0.7813120736915876,Critical Risk,90.56602727790954,Bronze,27.873308228947387
5032-MIYKT,1,Month-to-month,70.7,0.7880032271127043,Critical Risk,88.97895346983209,Bronze,27.8559140784341
9617-INGJY,1,Month-to-month,70.6,0.7880032271127043,Critical Risk,88.8530992216428,Bronze,27.81651391707846
3177-LASXD,1,Month-to-month,71.35,0.7783226427815634,Critical Risk,90.9138790124744,Bronze,27.766660281232273
7851-WZEKY,2,Month-to-month,95.15,0.874576328927367,Critical Risk,107.89639879616867,Bronze,27.738645899146324
1915-IOFGU,1,Month-to-month,70.5,0.7850801029024363,Critical Risk,89.05760713259296,Bronze,27.674073627310882
9985-MWVIX,1,Month-to-month,70.15,0.7880032271127043,Critical Risk,88.28675510479097,Bronze,27.639213190978108
2619-WFQWU,1,Month-to-month,70.15,0.7880032271127043,Critical Risk,88.28675510479097,Bronze,27.639213190978108
4759-TRPLW,1,Month-to-month,70.4,0.7850801029024363,Critical Risk,88.93128428559638,Bronze,27.63481962216576
3066-RRJIO,1,Month-to-month,69.95,0.7880032271127043,Critical Risk,88.03504660841237,Bronze,27.560412868266834
4501-EQDRN,1,Month-to-month,69.7,0.789641809421005,Critical Risk,87.53838274195871,Bronze,27.519017058322028
2262-SLNVK,1,Month-to-month,70.1,0.7850801029024363,Critical Risk,88.5523157446066,Bronze,27.517057606730393
5583-SXDAG,1,Month-to-month,70.0,0.7850801029024363,Critical Risk,88.42599289761002,Bronze,27.477803601585272
4110-PFEUZ,1,Month-to-month,69.55,0.789641809421005,Critical Risk,87.34999310908506,Bronze,27.45979392261545
7153-OANIO,1,Month-to-month,69.95,0.7850801029024363,Critical Risk,88.36283147411174,Bronze,27.458176599012713
5884-GCYMI,1,Month-to-month,69.4,0.789641809421005,Critical Risk,87.16160347621141,Bronze,27.400570786908876
3006-XIMLN,2,Month-to-month,94.2,0.8714732085891147,Critical Risk,107.19949469766486,Bronze,27.3642587496982
1122-JWTJW,1,Month-to-month,70.65,0.7703083631840452,Critical Risk,90.95852914391749,Bronze,27.2111429294764
0515-YPMCW,1,Month-to-month,70.45,0.7703083631840452,Critical Risk,90.70103861555536,Bronze,27.13411209315799
7024-OHCCK,2,Month-to-month,93.85,0.8633981504392865,Critical Risk,107.80006896926307,Bronze,27.009972139575673
4424-TKOPW,2,Month-to-month,93.85,0.8633904769384672,Critical Risk,107.80102705710357,Bronze,27.00973208689171
1084-UQCHV,1,Month-to-month,69.75,0.7726018217963516,Critical Risk,89.53325214555547,Bronze,26.944488535147762
0812-WUPTB,1,Month-to-month,70.85,0.7565461142178105,Critical Risk,92.87532047212146,Bronze,26.800646096165934
0151-ONTOV,1,Month-to-month,70.9,0.7421148146280849,High Risk,94.7482090382674,Bronze,26.30797017856561
6390-DSAZX,1,Month-to-month,73.6,0.7143776738432437,High Risk,102.17527536170832,Bronze,26.289098397431367
0519-XUZJU,1,Month-to-month,70.75,0.7421148146280849,High Risk,94.54775443522453,Bronze,26.252311567468503
5940-AHUHD,1,Month-to-month,70.6,0.7421148146280849,High Risk,94.34729983218165,Bronze,26.196652956371395
2720-WGKHP,2,Month-to-month,94.0,0.8345990226281719,Critical Risk,111.69811845969566,Bronze,26.150769375682717
0511-JTEOY,1,Month-to-month,71.1,0.7344633648065325,High Risk,96.00532861538817,Bronze,26.11017261887223
8040-MNRTF,1,Month-to-month,71.1,0.7344633648065325,High Risk,96.00532861538817,Bronze,26.11017261887223
5043-TRZWM,1,Month-to-month,75.55,0.6892347217852737,High Risk,108.70842322139033,Bronze,26.035841615438713
9546-CQJSU,2,Month-to-month,91.4,0.8500879163748215,Critical Risk,106.62971011954305,Bronze,25.899345185552896
4929-XIHVW,2,Month-to-month,95.5,0.8120344036996265,Critical Risk,116.6339053741455,Bronze,25.849761851104777
4927-WWOOZ,2,Month-to-month,91.45,0.8345268234770152,Critical Risk,108.67741134809789,Bronze,25.43915933565768
